metal1,metal2,n_metal1,n_metal2,linker1,linker2,linker3,n_linker1,n_linker2,n_linker3,modulator1,modulator2,n_modulator1,n_modulator2,solvent1,solvent2,solvent3,n_solvent1,n_solvent2,n_solvent3,temperature,time,equip,result,linker1_smiles,linker2_smiles,linker3_smiles,linker1_carboxylate,linker2_carboxylate,linker3_carboxylate,linker1_N_donnor,linker2_N_donnor,linker3_N_donnor,linker1_phosphate,linker2_phosphate,linker3_phosphate,linker1_chelating,linker2_chelating,linker3_chelating,solvent1_smiles,solvent1_type,solvent1_mmol,solvent2_smiles,solvent2_type,solvent2_mmol,solvent3_smiles,solvent3_type,solvent3_mmol,modulator1_smiles,modulator1_type,modulator1_mmol,modulator2_smiles,modulator2_type,modulator2_mmol,linker1_MW,linker2_MW,linker3_MW,linker1_mol,linker2_mol,linker3_mol,metal1_mol,metal2_mol,solvent1_mol,solvent2_mol,solvent3_mol,modulator1_mol,modulator2_mol
ZrCl4,,0.24 mmol,,SQA,,,0.72 mmol,,,HCl,Acetic Acid,12 mmol,70 mmol,DMF,H2O,,5 mL,0.8 mL,,110.0,3.0,1,0,O=C1C(=O)C(O)=C1O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,Cl,A,30.06582556,O=C(O)C,A,17.39550375,113.995308544,,,0.72,,,0.24,,64.61212205,44.525194232,,12.0,70.0
HfCl4,,0.24 mmol,,SQA,,,0.72 mmol,,,HCl,Acetic Acid,12 mmol,70 mmol,DMF,H2O,,5 mL,0.8 mL,,110.0,3.0,1,0,O=C1C(=O)C(O)=C1O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,Cl,A,30.06582556,O=C(O)C,A,17.39550375,113.995308544,,,0.72,,,0.24,,64.61212205,44.525194232,,12.0,70.0
ZrCl4,,0.24 mmol,,SQA,,,0.72 mmol,,,HCl,Formic Acid,6 mmol,83.04 mmol,DMF,H2O,,7 mL,1.6 mL,,110.0,3.0,1,0,O=C1C(=O)C(O)=C1O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,Cl,A,30.06582556,O=CO,A,26.50445362,113.995308544,,,0.72,,,0.24,,90.45697087,89.05038846400001,,6.0,83.04
ZrCl4,,0.3 mmol,,H2FDCA,,,0.3 mmol,,,HAc,,3 mL,,DMF,,,17 mL,,,120.0,10.0,1,1,O=C(O)C=1C=CC=2C3=CC=C(C=C3C(=O)C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,268.037173356,,,0.3,,,0.3,,219.68121497,,,52.186511249999995,
ZrCl4,,0.2 mmol,,H2DTDAO,,,0.2 mmol,,,trifluoroacetic acid,,1.7 mL,,DMF,,,18 mL,,,120.0,48.0,1,1,O=C(O)C=1C=CC=2C3=CC=C(C=C3S(=O)(=O)C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,304.004158976,,,0.2,,,0.2,,232.60363938,,,22.200491147999998,
ZrCl4,,0.25 mmol,,H2eddb,,,0.24 mmol,,,HAc,,2.5 mL,,DMF,,,16 mL,,,120.0,48.0,1,1,O=C(O)C1=CC=C(C#CC2=CC=C(C=C2)C(=O)O)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,266.0579088,,,0.24,,,0.25,,206.75879056,,,43.488759375,
ZrCl4,,20 mmol,,BDC,,,40 mmol,,,,,,,DMF,,,125 mL,,,220.0,16.0,1,0,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,166.026608672,,,40.0,,,20.0,,1615.30305125,,,,
ZrCl4,,3 mmol,,NDC,,,6 mmol,,,acetic acid,,6 mmol,,DMF,,,15 mL,,,220.0,6.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,216.042258736,,,6.0,,,3.0,,193.83636615,,,6.0,
ZrCl4,,5 mmol,,"4,4’-BPDC",,,10 mmol,,,acetic acid,,25 mmol,,DMF,,,25 mL,,,220.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,242.0579088,,,10.0,,,5.0,,323.06061024999997,,,25.0,
ZrCl4,,0.5 mmol,,Cl2AzoBDC,,,1 mmol,,,acetic acid,,5 mmol,,DMF,,,5 mL,,,180.0,16.0,1,0,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2Cl)C(=O)O)C(Cl)=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,337.986112096,,,1.0,,,0.5,,64.61212205,,,5.0,
ZrCl4,,0.5 mmol,,BDC,,,0.5 mmol,,,HCl,,1 mmol,,DMF,,,5 mL,,,220.0,16.0,1,0,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,166.026608672,,,0.5,,,0.5,,64.61212205,,,1.0,
ZrCl4,,0.5 mmol,,NDC,,,0.5 mmol,,,HCl,,1 mmol,,DMF,,,3 mL,,,200.0,16.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,216.042258736,,,0.5,,,0.5,,38.76727323,,,1.0,
ZrCl4,,0.5 mmol,,"4,4’-BPDC",,,0.5 mmol,,,HCl,,1 mmol,,DMF,,,3 mL,,,150.0,24.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,242.0579088,,,0.5,,,0.5,,38.76727323,,,1.0,
ZrCl4,,0.5 mmol,,Cl2AzoBDC,,,0.75 mmol,,,HCl,,1 mmol,,DMF,,,5 mL,,,100.0,60.0,1,0,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2Cl)C(=O)O)C(Cl)=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,337.986112096,,,0.75,,,0.5,,64.61212205,,,1.0,
ZrCl4,,0.2 mmol,,H6-TzGal,,,0.4 mmol,,,,,,,DMF,H2O,,2 mL,3 mL,,130.0,24.0,1,0,OC1=CC(=CC(O)=C1O)C=2N=NC(=NN2)C3=CC(O)=C(O)C(O)=C3,,,0.0,,,4.0,,,0.0,,,6.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,330.06003403999995,,,0.4,,,0.2,,25.84484882,166.96947837,,,
ZrCl4,,1 mmol,,gallic acid,,,4 mmol,,,,,,,MeOH,,,5 mL,,,80.0,24.0,1,0,O=C(O)C1=CC(O)=C(O)C(O)=C1,,,1.0,,,0.0,,,0.0,,,3.0,,,OC,S,25.28089888,,,,,,,,,,,,,170.021523292,,,4.0,,,1.0,,126.4044944,,,,
ZrOCl2·8H2O,,0.15 g,,TCBPP-H2,,,0.15 g,,,benzoic acid,,7.5 g,,DEF,,,75 mL,,,120.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C3=C4N=C(C=C4)C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)=C7C=CC(N7)=C(C8=NC(C=C8)=C(C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(=O)O)C%11=CC=C3N%11)C=%12C=CC(=CC%12)C=%13C=CC(=CC%13)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1094.3315644319998,,,0.1370699748369734,,,0.4654883233185071,,671.55215025,,,61.4150016375,
ZrOCl2·8H2O,,0.15 g,,TCBPP-Zn,,,0.15 g,,,benzoic acid,,7.5 g,,DEF,,,75 mL,,,120.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C3=C4N=C(C=C4)C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)=C7C=CC(N7)=C(C8=NC(C=C8)=C(C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(=O)O)C%11=CC=C3N%11)C=%12C=CC(=CC%12)C=%13C=CC(=CC%13)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1094.3315644319998,,,0.1370699748369734,,,0.4654883233185071,,671.55215025,,,61.4150016375,
ZrOCl2·8H2O,,0.15 g,,TCBPP-Co,,,0.15 g,,,benzoic acid,,7.5 g,,DEF,,,75 mL,,,120.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C3=C4N=C(C=C4)C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)=C7C=CC(N7)=C(C8=NC(C=C8)=C(C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(=O)O)C%11=CC=C3N%11)C=%12C=CC(=CC%12)C=%13C=CC(=CC%13)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1094.3315644319998,,,0.1370699748369734,,,0.4654883233185071,,671.55215025,,,61.4150016375,
ZrOCl2·8H2O,,0.15 g,,TCBPP-Fe,,,0.15 g,,,benzoic acid,,7.5 g,,DEF,,,75 mL,,,120.0,120.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C3=C4N=C(C=C4)C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)=C7C=CC(N7)=C(C8=NC(C=C8)=C(C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(=O)O)C%11=CC=C3N%11)C=%12C=CC(=CC%12)C=%13C=CC(=CC%13)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1094.3315644319998,,,0.1370699748369734,,,0.4654883233185071,,671.55215025,,,61.4150016375,
ZrCl4,,0.370 mmol,,H3BTB,,,0.250 mmol,,,HCl,,25 mmol,,DMF,,,10 mL,,,120.0,48.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,438.1103382959999,,,0.25,,,0.37,,129.2242441,,,25.0,
ZrCl4,,0.148 mmol,,H3BTB,,,0.100 mmol,,,benzoic acid,,10 mmol,,DMF,,,4 mL,,,120.0,48.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,438.1103382959999,,,0.1,,,0.148,,51.68969764,,,10.0,
ZrCl4,,0.148 mmol,,H3BTB,,,0.100 mmol,,,biphenyl-4-carboxylic acid,,10 mmol,,DMF,,,4 mL,,,120.0,48.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC(=CC1)C=2C=CC=CC2,A,5.044899606,,,,438.1103382959999,,,0.1,,,0.148,,51.68969764,,,10.0,
Zr(NO3)4·5H2O,,42.9 mg,,H3BTB,,,22 mg,,,HAc,,3 mL,,DMF,,,1 mL,,,120.0,10.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,438.1103382959999,,,0.0502156604785166,,,0.0999216465224006,,12.92242441,,,52.186511249999995,
ZrCl4,,0.51 mmol,,H2abdc,,,0.51 mmol,,,H2O,,2.06 mmol,,DMF,,,20 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(N=NC2=CC=C(C=C2)C(=O)O)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O,S,55.65649279,,,,270.0640568,,,0.51,,,0.51,,258.4484882,,,2.06,
ZrCl4,,0.343 mmol,,1b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC2=CC=C(C#CC3=CC=C(C=C3)C(=O)O)C(N)=C2)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,381.10010796,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,2b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC=2C=C(OC)C(C#CC3=CC=C(C=C3)C(=O)O)=CC2OC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,426.1103382959999,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,3b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC2=CC(OCC#C)=C(C#CC3=CC=C(C=C3)C(=O)O)C=C2OC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,450.1103382959999,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,4b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC2=CC(OCC#C[Si](C(C)C)(C(C)C)C(C)C)=C(C#CC3=CC=C(C=C3)C(=O)O)C=C2OC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,606.243765466,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,5b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC=2C=C(OCCCCC)C(C#CC3=CC=C(C=C3)C(=O)O)=CC2OCCCCC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,538.2355388079999,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,6b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC=2C=C(C(C#CC3=CC=C(C=C3)C(=O)O)=CC2CCCCCCCCCCCC)CCCCCCCCCCCC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,702.4648104639999,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,7b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC=2C=C(OCCOCCOC)C(C#CC3=CC=C(C=C3)C(=O)O)=CC2OCCOCCOC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,602.215197288,,,0.343,,,0.343,,387.6727323,,,10.287,
ZrCl4,,0.343 mmol,,8b-PIZOF-linker,,,0.343 mmol,,,benzoic acid,,10.287 mmol,,DMF,,,30 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C#CC2=CC(OCCCC=3OC=CC3)=C(C#CC4=CC=C(C=C4)C(=O)O)C=C2OC)C=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,520.152203108,,,0.343,,,0.343,,387.6727323,,,10.287,
Zn(NO3)2·6H2O,,0.1 mmol,,H2tmbdc,H2bdc,,0.05 mmol,0.05 mmol,,dabco,,0.05 mmol,,DMF,,,1.5 mL,,,120.0,48.0,1,1,O=C(O)C=1C(=C(C(C(=O)O)=C(C1C)C)C)C,O=C(O)C1=CC=C(C=C1)C(=O)O,,2.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,N12CCN(CC1)CC2,B,10.16314523,,,,222.089208928,166.026608672,,0.05,0.05,,0.1,,19.383636615,,,0.05,
Zn(NO3)2·6H2O,,0.63 mmol,,H2tmbdc,,,0.63 mmol,,,dabco,,0.31 mmol,,DMF,,,15 mL,,,120.0,32.0,1,0,O=C(O)C=1C(=C(C(C(=O)O)=C(C1C)C)C)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,N12CCN(CC1)CC2,B,10.16314523,,,,222.089208928,,,0.63,,,0.63,,193.83636615,,,0.31,
Zn(NO3)2·6H2O,,0.1 mmol,,"H2(1,4-ndc)",,,0.1 mmol,,,dabco,,0.05 mmol,,DMF,,,1.5 mL,,,120.0,48.0,1,1,O=C(O)C1=CC=C(C(=O)O)C=2C=CC=CC12,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,N12CCN(CC1)CC2,B,10.16314523,,,,216.042258736,,,0.1,,,0.1,,19.383636615,,,0.05,
Zn(NO3)2·6H2O,,0.40 mmol,,H2tfbdc,,,0.40 mmol,,,dabco,,0.20 mmol,,MeOH,DMF,,5 mL,1.2 mL,,95.0,7.0,1,1,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,O=CN(C)C,S,12.92242441,,,,N12CCN(CC1)CC2,B,10.16314523,,,,237.988921424,,,0.4,,,0.4,,126.4044944,15.506909292,,0.2,
Zn(NO3)2·6H2O,,0.30 mmol,,H2bdc,,,0.30 mmol,,,bpy,,0.15 mmol,,MeOH,DMF,,3 mL,3 mL,,120.0,48.0,1,0,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,O=CN(C)C,S,12.92242441,,,,N=1C=CC=CC1C=2N=CC=CC2,B,6.402868485,,,,166.026608672,,,0.3,,,0.3,,75.84269664,38.76727323,,0.15,
Zn(NO3)2·6H2O,,0.30 mmol,,H2bdc,,,0.30 mmol,,,bpy,,0.15 mmol,,p-xylene,DMF,,3 mL,3 mL,,120.0,48.0,1,1,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,C=1C=C(C=CC1C)C,S,8.110012245,O=CN(C)C,S,12.92242441,,,,N=1C=CC=CC1C=2N=CC=CC2,B,6.402868485,,,,166.026608672,,,0.3,,,0.3,,24.330036735,38.76727323,,0.15,
Zn(NO3)2·6H2O,,0.30 mmol,,"H2(2,6-ndc)",,,0.30 mmol,,,bpy,,0.15 mmol,,MeOH,DMF,,3 mL,3 mL,,120.0,48.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,O=CN(C)C,S,12.92242441,,,,N=1C=CC=CC1C=2N=CC=CC2,B,6.402868485,,,,216.042258736,,,0.3,,,0.3,,75.84269664,38.76727323,,0.15,
Zn(NO3)2·6H2O,,0.1 mmol,,H2tmbdc,,,0.1 mmol,,,bpy,,0.05 mmol,,MeOH,DMF,,5 mL,1.2 mL,,120.0,48.0,1,1,O=C(O)C=1C(=C(C(C(=O)O)=C(C1C)C)C)C,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,O=CN(C)C,S,12.92242441,,,,N=1C=CC=CC1C=2N=CC=CC2,B,6.402868485,,,,222.089208928,,,0.1,,,0.1,,126.4044944,15.506909292,,0.05,
ZrCl4,,0.2 mmol,,H6BTBP,,,0.2 mmol,,,HF,,6 mmol,,H2O,MeOH,,8 mL,2 mL,,80.0,72.0,1,0,O=P(O)(O)C1=CC=C(C=C1)C2=CC(=CC(=C2)C=3C=CC(=CC3)P(=O)(O)O)C4=CC=C(C=C4)P(=O)(O)O,,,0.0,,,0.0,,,3.0,,,0.0,,,O,S,55.65649279,OC,S,25.28089888,,,,F,A,49.52523738,,,,546.0398421419999,,,0.2,,,0.2,,445.25194232,50.56179776,,6.0,
ZrOCl2·8H2O,,0.4 mmol,,H6ttbmp,,,0.4 mmol,,,HF,,20 mmol,,MeOH,H2O,,5 mL,17 mL,,80.0,48.0,1,0,O=P(O)(O)CC=1C=CC(=CC1)C=2N=C(N=C(N2)C=3C=CC(=CC3)CP(=O)(O)O)C=4C=CC(=CC4)CP(=O)(O)O,,,0.0,,,3.0,,,3.0,,,0.0,,,OC,S,25.28089888,O,S,55.65649279,,,,F,A,49.52523738,,,,591.072539238,,,0.4,,,0.4,,126.4044944,946.16037743,,20.0,
HfCl4,,0.05 mmol,,H2L-ADC,,,0.05 mmol,,,trifluoroacetic acid,,0.8 mmol,,DMF,,,10 mL,,,100.0,48.0,1,0,O=C(O)C=1C=CC(=CC1)C2=C3C=CC=CC3=C(C4=CC=C(C=C4)C(=O)O)C=5C=CC=CC52,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,418.12050905599995,,,0.05,,,0.05,,129.2242441,,,0.8,
ZrCl4,,0.05 mmol,,H2L-ADC,,,0.05 mmol,,,trifluoroacetic acid,,0.8 mmol,,DMF,,,10 mL,,,100.0,48.0,1,0,O=C(O)C=1C=CC(=CC1)C2=C3C=CC=CC3=C(C4=CC=C(C=C4)C(=O)O)C=5C=CC=CC52,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,418.12050905599995,,,0.05,,,0.05,,129.2242441,,,0.8,
ZrCl4,,0.466 g,,H2DTDC,,,1.025 g,,,hydrochloric acid,,0.33 mL,,DMF,,,12 mL,,,220.0,16.0,1,0,O=C(O)C=1SC=2SC(C(=O)O)=C(C2C1C)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,255.986400736,,,4.004118957307765,,,1.9998283409149429,,155.06909292,,,9.921722434800001,
ZrCl4,,0.466 g,,H2BDC,,,0.664 g,,,hydrochloric acid,,0.33 mL,,DMF,,,12 mL,,,220.0,16.0,1,0,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,166.026608672,,,3.999358929939897,,,1.9998283409149429,,155.06909292,,,9.921722434800001,
ZrOCl2·8H2O,,0.0500 mmol,,H4TCPS,,,0.0125 mmol,,,formic acid,,1.2 mL,,DMF,,,2 mL,,,130.0,48.0,1,1,O=C(O)C1=CC=C(C=C1)[Si](C2=CC=C(C=C2)C(=O)O)(C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=CO,A,26.50445362,,,,512.0927441299999,,,0.0125,,,0.05,,25.84484882,,,31.805344343999998,
ZrCl4,,0.02 mmol,,H2btdc,,,0.012 mmol,,,benzoic acid,,1.32 mmol,,DMF,,,1 mL,,,120.0,120.0,1,1,O=C(O)C=1SC(=CC1)C=2SC(=CC2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,253.970750672,,,0.012,,,0.02,,12.92242441,,,1.32,
ZrCl4,,0.27 mmol,,H2bpdc,,,0.38 mmol,,,HCl,,0.50 mL,,DMF,,,15 mL,,,120.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,242.0579088,,,0.38,,,0.27,,193.83636615,,,15.03291278,
ZrCl2O8,,20.0 mg,,Fe(III) meso-tetra(4-carboxyphenyl)porphyrin chloride,,,4.0 mg,,,formic acid,,3.0 mL,,DMF,,,5.0 mL,,,135.0,80.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=CO,A,26.50445362,,,,790.2063639200002,,,0.0050619688509683,,,0.068936991589687,,64.61212205,,,79.51336086,
ZrOCl2·8H2O,,3 mmol,,3-methyladipic acid,,,3 mmol,,,HCl,,800 uL,,H2O,,,5 mL,,,90.0,20.0,2,0,O=C(O)CCC(C)CC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,Cl,A,30.06582556,,,,160.073558864,,,3.0,,,3.0,,278.28246395,,,24.052660447999997,
Zr(SO4)2·4H2O,,2 mmol,,adipic acid,,,2 mmol,,,,,,,H2O,,,5 mL,,,90.0,20.0,2,0,O=C(O)CCCCC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,,,,,,,146.0579088,,,2.0,,,2.0,,278.28246395,,,,
ZrO(NO3)2,,2 mmol,,adipic acid,,,2 mmol,,,HNO3,,1 mL,,H2O,,,4 mL,,,90.0,20.0,2,0,O=C(O)CCCCC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,O=N(=O)O,A,24.59926996,,,,146.0579088,,,2.0,,,2.0,,222.62597116,,,24.59926996,
